  -4.0812092e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -3.4991399e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.0812092e-03  -4.5472733e-03  -4.5472733e-03  -4.5472733e-03  -5.0979811e-03  -5.4116310e-03  -5.7551427e-03  -6.1324309e-03  -6.5480735e-03  -7.0074508e-03  -7.5169211e-03  -8.0840413e-03  -8.7178493e-03  -9.4292258e-03  -1.0231365e-02  -1.1140390e-02  -1.2176170e-02  -1.3363415e-02  -1.4733165e-02
  -9.5698544e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5549938e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -9.5698544e-03  -1.0662708e-02  -1.0662708e-02  -1.0662708e-02  -1.1954040e-02  -1.2689504e-02  -1.3494990e-02  -1.4379677e-02  -1.5354300e-02  -1.6431474e-02  -1.7626109e-02  -1.8955926e-02  -2.0442115e-02  -2.2110192e-02  -2.3991093e-02  -2.6122627e-02  -2.8551384e-02  -3.1335306e-02  -3.4547174e-02
  -1.7549787e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.5464835e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.7549787e-02  -1.9553929e-02  -1.9553929e-02  -1.9553929e-02  -2.1922052e-02  -2.3270792e-02  -2.4747942e-02  -2.6370336e-02  -2.8157658e-02  -3.0133047e-02  -3.2323842e-02  -3.4762541e-02  -3.7488007e-02  -4.0547028e-02  -4.3996341e-02  -4.7905279e-02  -5.2359282e-02  -5.7464609e-02  -6.3354731e-02
  -3.6380130e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.2743040e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -3.6380130e-02  -4.0534651e-02  -4.0534651e-02  -4.0534651e-02  -4.5443692e-02  -4.8239585e-02  -5.1301668e-02  -5.4664836e-02  -5.8369897e-02  -6.2464813e-02  -6.7006260e-02  -7.2061602e-02  -7.7711402e-02  -8.4052652e-02  -9.1202965e-02  -9.9306064e-02  -1.0853907e-01  -1.1912224e-01  -1.3133227e-01
  -4.8253014e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8888677e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -4.8253014e-02  -5.3763389e-02  -5.3763389e-02  -5.3763389e-02  -6.0274526e-02  -6.3982876e-02  -6.8044289e-02  -7.2505049e-02  -7.7419280e-02  -8.2850597e-02  -8.8874173e-02  -9.5579358e-02  -1.0307301e-01  -1.1148376e-01  -1.2096762e-01  -1.3171522e-01  -1.4396147e-01  -1.5799853e-01  -1.7419338e-01
  -5.4525439e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.8673101e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -5.4525439e-02  -6.0752109e-02  -6.0752109e-02  -6.0752109e-02  -6.8109631e-02  -7.2300031e-02  -7.6889388e-02  -8.1930004e-02  -8.7483038e-02  -9.3620373e-02  -1.0042696e-01  -1.0800375e-01  -1.1647150e-01  -1.2597557e-01  -1.3669225e-01  -1.4883693e-01  -1.6267507e-01  -1.7853681e-01  -1.9683683e-01
  -8.8429256e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -9.5794558e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -8.8429256e-02  -9.8527659e-02  -9.8527659e-02  -9.8527659e-02  -1.1046007e-01  -1.1725606e-01  -1.2469907e-01  -1.3287393e-01  -1.4187983e-01  -1.5183335e-01  -1.6287225e-01  -1.7516028e-01  -1.8889326e-01  -2.0430695e-01  -2.2168723e-01  -2.4138345e-01  -2.6382613e-01  -2.8955067e-01  -3.1922962e-01
  -1.0754578e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -2.6881084e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.0754578e-01  -1.1982724e-01  -1.1982724e-01  -1.1982724e-01  -1.3433919e-01  -1.4260432e-01  -1.5165635e-01  -1.6159845e-01  -1.7255123e-01  -1.8465649e-01  -1.9808177e-01  -2.1302621e-01  -2.2972798e-01  -2.4847378e-01  -2.6961131e-01  -2.9356544e-01  -3.2085975e-01  -3.5214541e-01  -3.8824033e-01
  -1.4581849e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -2.5283010e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.4581849e-01  -1.6247060e-01  -1.6247060e-01  -1.6247060e-01  -1.8214697e-01  -1.9335345e-01  -2.0562686e-01  -2.1910708e-01  -2.3395768e-01  -2.5037089e-01  -2.6857388e-01  -2.8883666e-01  -3.1148215e-01  -3.3689911e-01  -3.6555896e-01  -3.9803776e-01  -4.3504545e-01  -4.7746491e-01  -5.2640515e-01
  -2.7633425e-01  -2.7633425e-01  -1.7481291e-01  -2.7633425e-01  -1.7481291e-01  -2.7633425e-01  -1.7481291e-01  -2.7633425e-01  -1.7481291e-01  -2.7633425e-01  -1.7481291e-01  -2.7633424e-01  -1.7481291e-01  -2.7633424e-01  -2.7633424e-01  -2.7633424e-01  -2.7633423e-01  -2.7633423e-01  -2.7633422e-01  -2.7633421e-01  -2.7633419e-01  -2.7633417e-01  -2.7633413e-01  -3.0789080e-01  -3.0789074e-01  -3.0789066e-01  -3.4517844e-01  -3.6641523e-01  -3.8967391e-01  -4.1521952e-01  -4.4336200e-01  -4.7446564e-01  -5.0896093e-01  -5.4735950e-01  -5.9027325e-01  -6.3843884e-01  -6.9274954e-01  -7.5429693e-01  -8.2442615e-01  -9.0481009e-01  -9.9755002e-01
  -3.8036569e-01  -3.8036569e-01  -2.0582316e-01  -3.8036569e-01  -2.0582316e-01  -3.8036569e-01  -2.0582317e-01  -3.8036568e-01  -2.0582317e-01  -3.8036568e-01  -2.0582317e-01  -3.8036566e-01  -2.0582317e-01  -3.8036563e-01  -3.8036560e-01  -3.8036556e-01  -3.8036551e-01  -3.8036543e-01  -3.8036532e-01  -3.8036518e-01  -3.8036497e-01  -3.8036468e-01  -3.8036427e-01  -4.2380088e-01  -4.2380022e-01  -4.2379930e-01  -4.7512435e-01  -5.0435525e-01  -5.3636895e-01  -5.7153020e-01  -6.1026553e-01  -6.5307623e-01  -7.0055466e-01  -7.5340485e-01  -8.1246869e-01  -8.7875971e-01  -9.5350681e-01  -1.0382116e+00  -1.1348060e+00  -1.2454527e+00  -1.3731052e+00
  -2.2820019e-01  -2.2820019e-01  -3.4410200e-01  -2.2820019e-01  -3.4410200e-01  -2.2820019e-01  -3.4410199e-01  -2.2820020e-01  -3.4410198e-01  -2.2820020e-01  -3.4410196e-01  -2.2820022e-01  -3.4410193e-01  -2.2820025e-01  -2.2820027e-01  -2.2820031e-01  -2.2820035e-01  -2.2820041e-01  -2.2820049e-01  -2.2820060e-01  -2.2820075e-01  -2.2820095e-01  -2.2820123e-01  -2.5426128e-01  -2.5426172e-01  -2.5426231e-01  -2.8505541e-01  -3.0259377e-01  -3.2180203e-01  -3.4289915e-01  -3.6614116e-01  -3.9182079e-01  -4.2030794e-01  -4.5201874e-01  -4.8745866e-01  -5.2723633e-01  -5.7208993e-01  -6.2292177e-01  -6.8084448e-01  -7.4724225e-01  -8.2385587e-01
  -3.6759851e-01  -3.6759851e-01  -2.7927690e-01  -3.6759850e-01  -2.7927691e-01  -3.6759849e-01  -2.7927692e-01  -3.6759847e-01  -2.7927695e-01  -3.6759844e-01  -2.7927699e-01  -3.6759837e-01  -2.7927708e-01  -3.6759825e-01  -3.6759817e-01  -3.6759805e-01  -3.6759789e-01  -3.6759769e-01  -3.6759741e-01  -3.6759704e-01  -3.6759655e-01  -3.6759589e-01  -3.6759501e-01  -4.0957334e-01  -4.0957725e-01  -4.0957711e-01  -4.5917985e-01  -4.8743038e-01  -5.1837045e-01  -5.5235254e-01  -5.8978878e-01  -6.3116342e-01  -6.7704863e-01  -7.2812405e-01  -7.8520194e-01  -8.4925923e-01  -9.2147884e-01  -1.0033033e+00  -1.0965051e+00  -1.2032793e+00  -1.3867780e+00
  -5.3146433e-01  -5.3146428e-01  -5.5818562e-01  -5.3146415e-01  -5.5818527e-01  -5.3146393e-01  -5.5818469e-01  -5.3146355e-01  -5.5818370e-01  -5.3146291e-01  -5.5818201e-01  -5.3146183e-01  -5.5817914e-01  -5.3145998e-01  -5.3145861e-01  -5.3145683e-01  -5.3145450e-01  -5.3145146e-01  -5.3144747e-01  -5.3146419e-01  -5.3146385e-01  -5.3146311e-01  -5.3146146e-01  -5.9215277e-01  -5.9214829e-01  -5.9213844e-01  -6.6384901e-01  -7.0467914e-01  -7.4938877e-01  -7.5679531e-01  -8.0804602e-01  -8.6466256e-01  -9.2740814e-01  -9.9717931e-01  -1.0750305e+00  -1.1708618e+00  -1.2695064e+00  -1.3806919e+00  -1.6157192e+00  -1.6712027e+00  -1.8322161e+00
  -5.9551963e-01  -5.9551945e-01  -4.1302059e-01  -5.9551894e-01  -4.1302068e-01  -5.9551810e-01  -4.1302083e-01  -5.9551672e-01  -4.1302109e-01  -5.9551446e-01  -4.1302150e-01  -5.9551075e-01  -4.1302219e-01  -5.9550464e-01  -5.9550023e-01  -5.9552001e-01  -5.9551977e-01  -5.9551926e-01  -5.9551819e-01  -5.9551589e-01  -5.9551111e-01  -5.9550106e-01  -5.9547997e-01  -6.6347879e-01  -6.6342557e-01  -6.6331391e-01  -7.4362728e-01  -7.8924048e-01  -8.3911828e-01  -8.9377548e-01  -9.5378913e-01  -1.0197981e+00  -1.0924957e+00  -1.1726110e+00  -1.2764414e+00  -1.5514509e+00  -1.7847411e+00  -1.3518811e+00  -1.6053425e+00  -1.5635959e+00  -1.6896587e+00
  -5.1917626e-01  -5.1917623e-01  -5.0651656e-01  -5.4034652e-01  -5.0651661e-01  -5.4034605e-01  -5.0651670e-01  -5.4034531e-01  -5.0651684e-01  -5.4034412e-01  -5.0651707e-01  -5.1917634e-01  -5.0651648e-01  -5.1917632e-01  -5.1917629e-01  -5.1917622e-01  -5.4034626e-01  -5.4034522e-01  -5.4034313e-01  -5.4033894e-01  -5.4033055e-01  -5.4031373e-01  -5.4028008e-01  -6.0197323e-01  -6.4593721e-01  -6.4542586e-01  -7.2350821e-01  -7.6742210e-01  -8.1521533e-01  -8.7633522e-01  -9.7916496e-01  -1.1370873e+00  -1.4118999e+00  -8.5527541e-01  -1.1342635e+00  -1.1821462e+00  -1.2355639e+00  -1.1590560e+00  -1.8199374e+00  -2.1163141e+00  -2.3085213e+00
