  -7.1109252e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -6.3268613e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -7.1109252e-09  -9.8358679e-09  -9.8358679e-09  -9.8358679e-09  -1.3859712e-08  -1.6578455e-08  -1.9940123e-08  -2.4124456e-08  -2.9369744e-08  -3.5994795e-08  -4.4430327e-08  -5.5264355e-08  -6.9308676e-08  -8.7697586e-08  -1.1203668e-07  -1.4463076e-07  -1.8883896e-07  -2.4963871e-07  -3.3453974e-07
  -2.2417945e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.3491186e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -2.2417945e-07  -3.1008615e-07  -3.1008615e-07  -3.1008615e-07  -4.3694208e-07  -5.2265335e-07  -6.2863348e-07  -7.6054903e-07  -9.2591229e-07  -1.1347740e-06  -1.4007131e-06  -1.7422673e-06  -2.1850294e-06  -2.7647593e-06  -3.5320751e-06  -4.5596380e-06  -5.9533483e-06  -7.8701246e-06  -1.0546720e-05
  -1.8483303e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.6092020e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -1.8483303e-06  -2.5566199e-06  -2.5566199e-06  -2.5566199e-06  -3.6025305e-06  -4.3092087e-06  -5.1830010e-06  -6.2706275e-06  -7.6340260e-06  -9.3560638e-06  -1.1548697e-05  -1.4364767e-05  -1.8015282e-05  -2.2795079e-05  -2.9121498e-05  -3.7593620e-05  -4.9084580e-05  -6.4888150e-05  -8.6956327e-05
  -1.2230110e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2031115e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.2230110e-05  -1.6916750e-05  -1.6916750e-05  -1.6916750e-05  -2.3837375e-05  -2.8513353e-05  -3.4295099e-05  -4.1491751e-05  -5.0513144e-05  -6.1907596e-05  -7.6415901e-05  -9.5049391e-05  -1.1920428e-04  -1.5083144e-04  -1.9269235e-04  -2.4875104e-04  -3.2478491e-04  -4.2935464e-04  -5.7537628e-04
  -3.7264869e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.9250425e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -3.7264869e-05  -5.1544956e-05  -5.1544956e-05  -5.1544956e-05  -7.2631946e-05  -8.6879546e-05  -1.0449640e-04  -1.2642443e-04  -1.5391242e-04  -1.8863106e-04  -2.3283754e-04  -2.8961336e-04  -3.6321276e-04  -4.5958001e-04  -5.8712927e-04  -7.5793885e-04  -9.8961233e-04  -1.3082339e-03  -1.7531586e-03
  -9.6830144e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -8.5053439e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -9.6830144e-05  -1.3393595e-04  -1.3393595e-04  -1.3393595e-04  -1.8872901e-04  -2.2575039e-04  -2.7152654e-04  -3.2850501e-04  -3.9993059e-04  -4.9014454e-04  -6.0501197e-04  -7.5253997e-04  -9.4378282e-04  -1.1941864e-03  -1.5256141e-03  -1.9694508e-03  -2.5714381e-03  -3.3993540e-03  -4.5554594e-03
  -3.1634468e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1135499e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -3.1634468e-04  -4.3756957e-04  -4.3756957e-04  -4.3756957e-04  -6.1657884e-04  -7.3752795e-04  -8.8707890e-04  -1.0732279e-03  -1.3065757e-03  -1.6013053e-03  -1.9765779e-03  -2.4585528e-03  -3.0833444e-03  -3.9014143e-03  -4.9841909e-03  -6.4342081e-03  -8.4009043e-03  -1.1105711e-02  -1.4882714e-02
  -5.5021335e-04  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -1.8072015e-03  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -5.5021335e-04  -7.6105790e-04  -7.6105790e-04  -7.6105790e-04  -1.0724059e-03  -1.2827708e-03  -1.5428824e-03  -1.8666485e-03  -2.2725067e-03  -2.7851252e-03  -3.4378310e-03  -4.2761225e-03  -5.3628128e-03  -6.7856692e-03  -8.6689260e-03  -1.1190919e-02  -1.4611563e-02  -1.9315992e-02  -2.5885279e-02
  -1.1990285e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -2.8332373e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.1990285e-03  -1.6585023e-03  -1.6585024e-03  -1.6585024e-03  -2.3369941e-03  -2.7954226e-03  -3.3622597e-03  -4.0678129e-03  -4.9522621e-03  -6.0693640e-03  -7.4917453e-03  -9.3185564e-03  -1.1686680e-02  -1.4787381e-02  -1.8891390e-02  -2.4387339e-02  -3.1841640e-02  -4.2093580e-02  -5.6409441e-02
  -3.7842904e-03  -3.7842904e-03  -2.1659658e-03  -3.7842904e-03  -2.1659658e-03  -3.7842904e-03  -2.1659658e-03  -3.7842904e-03  -2.1659658e-03  -3.7842904e-03  -2.1659658e-03  -3.7842904e-03  -2.1659658e-03  -3.7842903e-03  -3.7842903e-03  -3.7842903e-03  -3.7842902e-03  -3.7842901e-03  -3.7842900e-03  -3.7842899e-03  -3.7842896e-03  -3.7842893e-03  -3.7842888e-03  -5.2344475e-03  -5.2344465e-03  -5.2344450e-03  -7.3758509e-03  -8.8227079e-03  -1.0611715e-02  -1.2838525e-02  -1.5629950e-02  -1.9155652e-02  -2.3644845e-02  -2.9410457e-02  -3.6884499e-02  -4.6670607e-02  -5.9623227e-02  -7.6968887e-02  -1.0049519e-01  -1.3285090e-01  -1.7803237e-01
