7.7    398.2   16.4   144.3   4.8
11.5   287.3   12.5   149.4   5.2
19.6   187.9   8.6    153.9   5.2
27.0   144.4   7.2    155.0   5.1
39.0   103.2   7.4    156.4   5.4
62.4   69.8    5.6    160.3   4.9
200    28.4    5.8    164.3   5.3
