11.5   326.7   25.9   135.5   8.3
19.6   192.5   3.9    148.4   1.6
27     140.4   1.4    148.5   0.7
39     99.9    1.4    151.2   0.8
62.4   66.4    0.6    149.9   0.5
200    24.3    0.6    146.8   1.2
