0.000000000000000000e+00 1.639340757855056836e+02 1.774599488700029326e+02
1.000000000000000000e+01 1.639212465658449389e+02 1.774555771085669278e+02
2.000000000000000000e+01 1.638923889229356803e+02 1.774253281015301695e+02
3.000000000000000000e+01 1.638531001343127116e+02 1.773696875599982263e+02
4.000000000000000000e+01 1.637857301390769749e+02 1.773026772665774047e+02
5.000000000000000000e+01 1.636959956287362274e+02 1.772042793160874794e+02
6.000000000000000000e+01 1.635955726025643457e+02 1.771006561883830273e+02
7.000000000000000000e+01 1.634604635966314277e+02 1.769737666554117368e+02
8.000000000000000000e+01 1.633140261488096030e+02 1.768300383451936000e+02
9.000000000000000000e+01 1.631291413567231530e+02 1.766890603388412160e+02
1.000000000000000000e+02 1.629404695078477232e+02 1.765095566516347390e+02
1.100000000000000000e+02 1.627055329785069091e+02 1.763101503897214002e+02
1.200000000000000000e+02 1.624226071507236782e+02 1.761035338587111596e+02
1.300000000000000000e+02 1.621279337594000935e+02 1.758618988794543725e+02
1.400000000000000000e+02 1.618521868512547996e+02 1.755654515071422566e+02
1.500000000000000000e+02 1.615369977812488855e+02 1.752689231089313182e+02
1.600000000000000000e+02 1.611983619661079103e+02 1.749571891393794658e+02
1.700000000000000000e+02 1.608464013418755769e+02 1.745796850302246241e+02
1.800000000000000000e+02 1.605253697756243980e+02 1.741280084342700150e+02
1.900000000000000000e+02 1.601693854462341449e+02 1.736973703059285583e+02
2.000000000000000000e+02 1.597612609302657916e+02 1.732760908928653691e+02
2.100000000000000000e+02 1.592960645978275807e+02 1.728808114777909282e+02
2.200000000000000000e+02 1.588446677626809844e+02 1.724446569926563200e+02
2.300000000000000000e+02 1.583981136088652875e+02 1.719579334516969880e+02
2.400000000000000000e+02 1.579033423868902446e+02 1.714230043040123803e+02
2.500000000000000000e+02 1.574193656927461404e+02 1.708752961957533500e+02
2.600000000000000000e+02 1.569107503768744607e+02 1.702369797790718167e+02
2.700000000000000000e+02 1.563332532811270710e+02 1.696685298633206855e+02
2.800000000000000000e+02 1.557833237463212015e+02 1.689950615326722811e+02
2.900000000000000000e+02 1.551447422223078263e+02 1.682572560321385424e+02
3.000000000000000000e+02 1.544832771183494629e+02 1.675812404152684110e+02
3.100000000000000000e+02 1.537924798555946495e+02 1.669016069236924977e+02
3.200000000000000000e+02 1.531424167684642441e+02 1.660735409370063280e+02
3.300000000000000000e+02 1.524191762512975572e+02 1.653030561944877093e+02
3.400000000000000000e+02 1.517280201485819191e+02 1.644708997935779280e+02
3.500000000000000000e+02 1.510264230669259007e+02 1.635991810245236877e+02
3.600000000000000000e+02 1.502435287605678980e+02 1.626701350642707098e+02
3.700000000000000000e+02 1.493735027523569840e+02 1.617840174565195923e+02
3.800000000000000000e+02 1.485751218852919919e+02 1.607705372689567298e+02
3.900000000000000000e+02 1.477984277393922810e+02 1.596898458084172034e+02
4.000000000000000000e+02 1.468708052773637007e+02 1.586356475478008861e+02
4.100000000000000000e+02 1.459871862531937268e+02 1.574728345521280630e+02
4.200000000000000000e+02 1.449830378823214403e+02 1.563652853061038002e+02
4.300000000000000000e+02 1.441147228120754562e+02 1.551375961187569601e+02
4.400000000000000000e+02 1.431750202150488462e+02 1.539099538980080979e+02
4.500000000000000000e+02 1.420982328230511769e+02 1.525907475659982424e+02
4.600000000000000000e+02 1.410275674288051277e+02 1.511484522522087559e+02
4.700000000000000000e+02 1.400361252544891215e+02 1.497353627137861167e+02
4.800000000000000000e+02 1.388306350102657518e+02 1.483732171832631082e+02
4.900000000000000000e+02 1.377124801988128695e+02 1.468021952506735772e+02
5.000000000000000000e+02 1.365985186553313042e+02 1.452309160014447400e+02
5.100000000000000000e+02 1.353744058285672054e+02 1.435836531328776857e+02
5.200000000000000000e+02 1.342241275683049935e+02 1.418534822757282541e+02
5.300000000000000000e+02 1.328385999891410449e+02 1.401463546544183885e+02
5.400000000000000000e+02 1.314500072451334347e+02 1.384001068804005001e+02
5.500000000000000000e+02 1.300853535631502496e+02 1.365283273840020684e+02
5.600000000000000000e+02 1.286575698269629981e+02 1.345418472887066628e+02
5.700000000000000000e+02 1.271553240918061647e+02 1.325413693627476732e+02
5.800000000000000000e+02 1.256335344582398932e+02 1.304632180314207517e+02
5.900000000000000000e+02 1.240025318034399362e+02 1.283049421563653425e+02
6.000000000000000000e+02 1.223337251391588296e+02 1.260918991734206429e+02
6.100000000000000000e+02 1.205395509494776576e+02 1.238220264383683826e+02
6.200000000000000000e+02 1.186820869067690722e+02 1.214709822092131049e+02
6.300000000000000000e+02 1.167420016359680659e+02 1.190931902979993708e+02
