0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 632 3.08656151952228924529e+02 5.83384084037272288015e+00 2.05531164787661055016e+02 7.22063670243346589217e+00 2.82874905161086871885e+02 5.45624391804061836808e+00 0.00000000000000000000e+00 0.00000000000000000000e+00
6 1.96034280659120263568e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 1.83052887231297347626e+02 1.59620137730076439020e+00 1.35171513320060654451e+02 2.67593656937679158503e+00 1.67092429260885154463e+02 1.10907376481002972746e+00 0.00000000000000000000e+00 0.00000000000000000000e+00
6 1.96034280659120263568e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 3.37339401389299382572e+01 3.20097849086529773199e-01 3.38342322168820288653e+01 1.26619791337291370814e-01 3.37673708315806422320e+01 2.40270214756722305660e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
6 1.96034280659120263568e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2 8.67767478235103251194e-01 2.47471512861834108493e-16 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 8.20015276572676299338e+00 2.23957415204076651372e-02 8.16289339875447694794e+00 6.79858987668846559416e-02 8.18773297673599564916e+00 2.63805012024289631256e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
6 1.96034280659120263568e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3 -4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 3.37884849408689902361e+01 2.53459657896809908983e-01 3.36816375212439922393e+01 2.98396061108476995383e-01 3.37528691343273123948e+01 1.79031631060518531262e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
8 2.77234338398183621788e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 1.14917397607096603451e+02 4.39276150904640061423e-01 9.37455241295984507133e+01 1.30356237261241547642e+00 1.07860106447930576223e+02 5.66604084959234421959e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
8 2.77234338398183621788e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 2.88019764014427757104e+01 1.73383289010140440034e-01 2.89439978527387218321e+01 1.72304824955748447923e-01 2.88493168852080899001e+01 1.24895894201048948680e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
8 2.77234338398183621788e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2 8.67767478235103251194e-01 2.47471512861834108493e-16 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 7.74738737567202928602e+00 5.24482435497386698109e-02 7.71640067038370602859e+00 6.96012681227272667073e-02 7.73705847390925605112e+00 3.51882540418942263427e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
8 2.77234338398183621788e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3 -4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 2.88224887434938423780e+01 2.31580655365205612117e-01 2.89146062966152612717e+01 1.87871884890468326956e-01 2.88531945945343046844e+01 1.51604670801478269571e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
10 3.39541334126812754945e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2528 8.09613249480812839920e+01 3.22424867876477228013e-01 6.82500649263987497761e+01 3.16504349966952647222e-01 7.67242382741870301288e+01 2.20889009562468541237e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
10 3.39541334126812754945e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 2.52810690541376672513e+01 9.99986329311690069765e-02 2.50280261840508515547e+01 1.24154592548691322662e-01 2.51967214307753835101e+01 9.20423377472995435378e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
10 3.39541334126812754945e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2 8.67767478235103251194e-01 2.47471512861834108493e-16 0.00000000000000000000e+00 0.00000000000000000000e+00 632 7.43703776524310988805e+00 9.12554189183672481711e-02 7.47397965243230277821e+00 1.06982854442431205011e-01 7.44935172763950603780e+00 3.84693966287612335031e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
10 3.39541334126812754945e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3 1.24697960371745497632e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 632 3.29261019724699277589e+00 3.40945957411363381739e-02 3.23920979664335462189e+00 6.96556852043016400122e-02 3.27481006371244820485e+00 3.32064434472668992826e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
10 3.39541334126812754945e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 4 -4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1264 2.50804934130189209895e+01 1.44204304682485934253e-01 2.54897430500056501046e+01 1.65847636642323437162e-01 2.52169099586811533698e+01 7.66467618235368575164e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
12 3.90180644032260381948e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 6.05603884104244585274e+01 4.88146724919744590121e-01 5.32143248692038994818e+01 7.32088194671331238261e-01 5.81117005633509222662e+01 4.30815209359732997907e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
12 3.90180644032260381948e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 2.21450430275919885048e+01 1.10044911220475868929e-01 2.18676046007847055819e+01 1.16538857379430205174e-01 2.20525635519895573111e+01 7.21328765925406401038e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
13 4.36658189171997890288e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 4.73703863785804344388e+01 2.28177460026293410511e-01 4.26850618247578736941e+01 2.74495884946141965877e-01 4.58086115273062191022e+01 1.55227229155398965821e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
13 4.36658189171997890288e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 1.97235067946492605984e+01 6.87156512603000618755e-02 1.96886911558928865418e+01 1.49398806722908034095e-01 1.97119015817304514826e+01 8.29331506580841260057e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
13 4.36658189171997890288e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2 8.67767478235103251194e-01 2.47471512861834108493e-16 0.00000000000000000000e+00 0.00000000000000000000e+00 3792 6.79127243207824449200e+00 2.86297814941007880418e-02 6.68781334438200403270e+00 4.43503960057990490040e-02 6.75678606951282567650e+00 2.46461903864637482675e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
15 4.78643722788149095226e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 3.86351519982701532285e+01 3.16550936209657907128e-01 3.58770991522675828378e+01 5.08648013167369850152e-01 3.77158010496026605551e+01 2.28039741514172389358e-01 0.00000000000000000000e+00 0.00000000000000000000e+00
15 4.78643722788149095226e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1 4.45041867912621624814e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 1.76975556074171365140e+01 9.22178515461949260823e-02 1.77252889365615509121e+01 1.30841440195625713372e-01 1.77068000504652758309e+01 8.45914261085966012743e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
15 4.78643722788149095226e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 2 8.67767478235103251194e-01 2.47471512861834108493e-16 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 6.47775858854777197848e+00 4.47719878615903607577e-02 6.45543252422842961380e+00 2.57748360886082272803e-02 6.47031656710799651933e+00 3.53686169612967143960e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
15 4.78643722788149095226e-01 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 3 1.24697960371745497632e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00 1896 3.08810416595689174457e+00 1.33049871946293828129e-02 3.05111801107825675317e+00 3.38517059195066957744e-02 3.07577544766401311804e+00 1.55730751090881400223e-02 0.00000000000000000000e+00 0.00000000000000000000e+00
