0.900669        0.208458       0.122302       0.012597
0.792955        0.250823       0.325439       0.018523
0.632837        0.055374       0.346852       0.004361
0.739693        0.147006       0.441900       0.011411
0.196254        0.219415       0.553053       0.017732
0.140553        0.328768       0.642055       0.025552
1.468760        0.395981       0.782208       0.028700
0.695796        0.595077       0.783562       0.041711
1.766972	1.150815       0.798587       0.075269







